name,address,lat,lon,type,program
Piscataquis Community Elementary,"25 Campus Drive,Guilford,Maine 04443",45.174407450000004,-69.37866448,Middle School,
Piscataquis Community Secondary School,"9 Campus Drive,Guilford,Maine 04443",45.1721098,-69.37829175,Middle School,
Poland Community School,"1250 Maine Street,Poland,Maine 04274",44.06431135,-70.39714595,Middle School,
Portland Kids Academy,"55 Foden Road,South Portland,Maine 04106",43.6379523,-70.327585,Middle School,
Prescott Memorial School,"100 Waldoboro Road,Washington,Maine 04574",44.2674797,-69.3714806,Middle School,
Presque Isle Middle School,"569 Skyway Street,Presque Isle,Maine 04769",46.70009845,-68.03420716,Middle School,
Princeton Elementary School,"PO BOX 580,Princeton,Maine 04668",45.2246731,-67.5758744,Middle School,
Rangeley Lakes Regional School,"43 Mendolia Road,Rangeley,Maine 04970",44.9732878,-70.6529528,Middle School,
Raymond A. Geiger Elementary School,"601 College Street,Lewiston,Maine 04240",44.1221313,-70.18746861,Middle School,
Reeds Brook Middle School,"28A Main Road South,Hampden,Maine 04444",44.721907,-68.845462,Middle School,
Renaissance School,"15 Sacred Heart Pl,Auburn,Maine 04210",44.0892638,-70.2352661,Middle School,
Richmond Middle School,"132 Main Street,Richmond,Maine 04357",44.0875119,-69.8124225,Middle School,
Ridge View Community School,"175 Fern Road,Dexter,Maine 04930",45.0117885,-69.27405297,Middle School,
Riley School Inc,"PO Box 159,Rockport,Maine 04856",44.1845236,-69.0761491,Middle School,
Robert V. Connors Elementary School,"400 Bartlett Street,Lewiston,Maine 04240",44.08892,-70.202246,Middle School,
Rose M Gaffney School,"15 Rose Gaffney Rd,Machias,Maine 04654",44.71501435,-67.46882749,Middle School,
Saco Middle School,"40 Buxton Road,Saco,Maine 04072",43.525462000000005,-70.46698423,Middle School,
Sacopee Valley Middle School,"137 South Hiram Road,Hiram,Maine 04041",43.8099349,-70.8677123,Middle School,
Samuel L Wagner Middle School,"19 Williams Way,Winterport,Maine 04496",44.635408049999995,-68.85888103,Middle School,
Sanford Middle School,"52 Spartan Dr,Sanford,Maine 04073",43.438878,-70.7739832,Middle School,
Scarborough Middle School,"21 Quentin Drive,Scarborough,Maine 04074",43.59817165,-70.34240072,Middle School,
Se Do Mo Cha Middle School,"63 Harrison Avenue,Suite A,Dover-Foxcroft,Maine 04426",45.19401,-69.22684,Middle School,
Seabreeze Independent Sch,"25 Guptil Farm Road,Ellsworth,Maine 04605",44.5607653,-68.4536684,Middle School,
Searsport District Middle School,"26 Mortland Road,Searsport,Maine 04974",44.46299294540031,-68.92358789,Middle School,
Sedgwick Elementary School,"272 Snows Cove Road,Sedgwick,Maine 04676",44.3600602,-68.6642266,Middle School,
Shapleigh School,"43 Stevenson Road,Kittery,Maine 03904",43.1143253,-70.7434673,Middle School,
Sherwood Heights Elementary Sch,"32 Sherwood Drive,Auburn,Maine 04210",44.0777306,-70.22869283,Middle School,
Sipayik Elementary School,"22 Bayview Drive,Perry,Maine 04667",44.9728901,-67.0746731,Middle School,
Skowhegan Area Middle School,"155 Academy Circle,Skowhegan,Maine 04976",44.7525422,-69.7324979,Middle School,
So Aroostook School,"922 Dyer Brook Road,Dyer Brook,Maine 04747",46.078831124720956,-68.18532939,Middle School,
South Bristol Elementary School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Middle School,
South Portland Middle School,"120 Wescott Road,South Portland,Maine 04106",43.6267105,-70.3037556,Middle School,
Southport Central School,"438 Hendricks Hill Road,Southport,Maine 04576",43.82287035,-69.67635395,Middle School,
Spring Harbor Academy,"123 Andover Road,Westbrook,Maine 04092",43.653431749999996,-70.34401365,Middle School,
Spruce Mountain Middle School,"23 Community Drive,Jay,Maine 04239",44.49358205,-70.20088353,Middle School,
Spurwink-Chelsea,"31 Spurwink Drive,Chelsea,Maine 04330",44.2568957,-69.759144,Middle School,
Spurwink-Lewiston/Auburn,"581 Sabattus Street,Lewiston,Maine 04240",44.1016225,-70.1849793,Middle School,
St Brigid School,"695 Stevens Ave,Portland,Maine 04103",43.6820085,-70.2930299,Middle School,
St Dominic Academy-Auburn,"121 Gracelawn Rd,Auburn,Maine 04210",44.12738635,-70.23503203,Middle School,
St George School,"PO Box 153,Tenants Harbor,Maine 04860",43.9673047,-69.2081012,Middle School,
St James School,"25 Graham Street,Biddeford,Maine 04005",43.490676699999995,-70.45939923,Middle School,
St John's Catholic School-Brunswick,"37 Pleasant Street,Brunswick,Maine 04011",43.912931650000004,-69.96922957,Middle School,
St Michael School,"56 Sewall Street,Augusta,Maine 04330",44.3118686,-69.78307537,Middle School,
St Thomas School,"69 North Avenue,Sanford,Maine 04073",43.447551250000004,-70.77097968,Middle School,
Stearns Jr-Sr High School,"199 State Street,Millinocket,Maine 04462",45.66106295,-68.70587268,Middle School,
Stepping Stones Montessori School,"195 Hallowell Rd,Chelsea,Maine 04330",44.2819395,-69.7588711,Middle School,
Stillwater Academy,"84 Sylvan Rd,Bangor,Maine 04401",44.8280402,-68.7439618,Middle School,
Stratton Elementary School,"65 School Street,Stratton,Maine 04982",45.143372,-70.43343889,Middle School,
Summit Achievement School,"69 Deer Hill Rd,Stow,Maine 04058",44.161026,-70.985413,Middle School,
Sumner Middle Sch,"2456 US Hwy 1,Sullivan,Maine 04664",44.5203554,-68.1966797,Middle School,
Surry Elementary School,"754 N Bend Road,Surry,Maine 04684",44.4992244,-68.5032567,Middle School,
Swans Island Elementary School,"116 Rose Hill Road,Swans Island,Maine 04685",44.1824808,-68.41740415,Middle School,
Sylvio J Gilbert School,"16 Sunset Avenue,Augusta,Maine 04330",44.3327563,-69.7816648,Middle School,
T W Kelly Dirigo Middle School,"45 Middle School Drive,Dixfield,Maine 04224",44.5501618,-70.4535119,Middle School,
Telstar Middle School,"284 Walkers Mills Road,Bethel,Maine 04217",44.4057643,-70.7900436,Middle School,
The Community School,"585 Sound Drive,Mount Desert,Maine 04660",44.3695715,-68.32796266,Middle School,
The Eddy Middle School,"8 Bear River Road,Newry,Maine 04261",44.4878352,-70.7881641,Middle School,
The School at Sweetser--Saco,"50 Moody Street,Saco,Maine 04072",43.51609535,-70.43351942,Middle School,
Thomas J McMahon Elementary Sch,"151 North Temple Street,Lewiston,Maine 04240",44.1087264,-70.1603792,Middle School,
Thornton Academy,"438 Main Street,Saco,Maine 04072",43.506867400000004,-70.44277118,Middle School,
Tremont Consolidated School,"119 Tremont Road,Tremont,Maine 04653",44.25362174999999,-68.34950268,Middle School,
Trenton Elementary School,"51 School Road,Trenton,Maine 04605",44.45438895,-68.36898154,Middle School,
Tripp Middle School,"65 Matthews Way,Turner,Maine 04282",44.26947695,-70.22553886,Middle School,
Troy A Howard Middle School,"173 Lincolnville Avenue,Belfast,Maine 04915",44.413072,-69.0271553,Middle School,
Turner Elementary School,"91 Matthews Way,Turner,Maine 04282",44.27002735000001,-70.22343162,Middle School,
Union Elementary,"1070 Heald Highway,Union,Maine 04862",44.2111991,-69.2517551,Middle School,
Upper Kennebec Valley Middle/Senior High School,"PO Box 649,Bingham,Maine 04920",45.058972,-69.88266,Middle School,
Valley Rivers Middle School,"84 Pleasant Street,Fort Kent,Maine 04743",47.2495824,-68.5858772,Middle School,
Van Buren Elementary School,"169 Main Street St 101,Van Buren,Maine 04785",47.157506,-67.935333,Middle School,
Vassalboro Community School,"1116 Webber Pond Road,Vassalboro,Maine 04989",44.4379018,-69.6532687,Middle School,
Veazie Community School,"1040 School Street,Veazie,Maine 04401",44.83348255,-68.70691732,Middle School,
Vinalhaven School,"22 Arcola Lane,Vinalhaven,Maine 04863",44.0485628,-68.8216968,Middle School,
Walton School,"92 Mary Carroll Street,Auburn,Maine 04210",44.0817903,-70.21726139,Middle School,
Warren Community School,"117 Eastern Road,Warren,Maine 04864",44.1267801,-69.2392405,Middle School,
Warsaw Middle School,"167 School Street,Pittsfield,Maine 04967",44.787808,-69.39135318,Middle School,
Washburn District Elem School,"33 School Street,Washburn,Maine 04786",46.7900625,-68.1525914,Middle School,
Washburn School,"35 Lake Auburn Avenue,Auburn,Maine 04210",44.1072926,-70.22912295,Middle School,
Waterville Junior High School,"100 West River Road,Waterville,Maine 04901",44.528687899999994,-69.6604629,Middle School,
Waynflete School,"360 Spring Street,Portland,Maine 04102",43.64599305,-70.27052869,Middle School,
Wells Junior High School,"1470 Post Rd,Wells,Maine 04090",43.319663399999996,-70.58307534,Middle School,
Wesley Elementary School,"13 Whining Pines,Wesley,Maine 04686",44.9289735,-67.6648279,Middle School,
Westbrook Middle School,"471 Stroudwater Street,Westbrook,Maine 04092",43.66363535,-70.34756268,Middle School,
Whitefield Elementary School,"164 Grand Army Road,Whitefield,Maine 04353",44.22279825,-69.60356888,Middle School,
Whiting Village School,"PO Box 2,Whiting,Maine 04691",44.791094,-67.175903,Middle School,
William S. Cohen School,"304 Garland Street,Bangor,Maine 04401",44.811126650000006,-68.7546039,Middle School,
Windham Middle School,"408 Gray Road,Windham,Maine 04062",43.78822005,-70.41166302,Middle School,
Windsor Elementary School,"366 Ridge Road,Windsor,Maine 04363",44.3013845,-69.5854915,Middle School,
Winslow Elementary School,"285 Benton Avenue,Winslow,Maine 04901",44.5554803,-69.617937,Middle School,
Winslow Junior High School,"30 Danielson Street,Winslow,Maine 04901",44.55109312626279,-69.62207872,Middle School,
Winthrop Middle School,"400 Rambler Road,Winthrop,Maine 04364",44.3033083,-69.9857877,Middle School,
Wiscasset Middle/High School,"272 Gardiner Road,Wiscasset,Maine 04578",44.02305425,-69.67184528,Middle School,
Wisdom Middle High School,"PO Box 69,Saint Agatha,Maine 04772",47.2430959,-68.3136517,Middle School,
Woodland Consolidated Sch,"844 Woodland Ctr Road,Woodland,Maine 04736",46.8768388,-68.1125514,Middle School,
Woodland Elementary School,"23 Fourth Avenue,Baileyville,Maine 04694",45.156343050000004,-67.41313124,Middle School,
Woodland Jr-Sr High School,"14 First Avenue,Baileyville,Maine 04694",45.152078700000004,-67.40319719,Middle School,
Woolwich Central School,"137 Nequasset Road,Woolwich,Maine 04579",43.9412001,-69.782927,Middle School,
York Middle School,"30 Organug Road,York,Maine 03909",43.145067,-70.66137726,Middle School,
Abraham Lincoln School,"45 Forest Avenue,Bangor,Maine 04401",44.80627575,-68.76237514,Elementary School,
Academy Hill School,"585 Depot St,Wilton,Maine 04294",44.59309175,-70.22537399,Elementary School,
Acadia Academy School,"12 Westminster Street,Lewiston,Maine 04240",44.0736044,-70.1771074,Elementary School,
Acton Elementary School,"700 Milton Mills Road,Acton,Maine 04001",43.5071274,-70.89741331,Elementary School,
Adams School,"PO Box 29,Castine,Maine 04421",44.3879673,-68.7971226,Elementary School,
Agnes Gray School,"170 Main Street,West Paris,Maine 04289",44.3273193,-70.56977155,Elementary School,
Airline Community School,"26 Great Pond Road,Aurora,Maine 04408",44.864379650000004,-68.30780037,Elementary School,
Albion Elementary School,"20 School Street,Albion,Maine 04910",44.5313686,-69.44038127,Elementary School,
Alexander Elementary,"1430 Airline Road,Alexander,Maine 04694",45.091500249999996,-67.47724238,Elementary School,
Alfred Elementary School,"21 Sanford Road,Alfred,Maine 04002",43.4716473,-70.72224492,Elementary School,
All Saints Catholic School,"166 State St.,Bangor,Maine 04401",44.804994199999996,-68.7639477,Elementary School,
Alton Elementary School,"22 Argyle Rd,Alton,Maine 04468",45.0465224,-68.73451496,Elementary School,
Amanda C Rowe School,"23 Orono RD,Portland,Maine 04102",43.6790051,-70.3181746,Elementary School,
Ames Elementary School,"165 New England Road,Searsmont,Maine 04973",44.3713967,-69.2033832,Elementary School,
Andover Elementary School,"PO Box 70,Andover,Maine 04216",44.6355944,-70.7509072,Elementary School,
Androscoggin Learning & Transition,"227 Poland Rd,Auburn,Maine 04210",44.0787351,-70.2463936,Elementary School,
Appleton Village School,"737 Union Road,Appleton,Maine 04862",44.2739392,-69.2687261,Elementary School,
Asa C Adams School,"6 Goodridge Drive,Orono,Maine 04473",44.8825766,-68.67586802,Elementary School,
Ash Point Community School,"54 Ash Point Drive,Owls Head,Maine 04854",44.0737995,-69.0986005,Elementary School,
Ashland District School,"PO Box 369,Ashland,Maine 04732",46.631522,-68.406372,Elementary School,
Ashwood Waldorf School,"180 Park Street,Rockport,Maine 04856",44.1923097,-69.1053374,Elementary School,
Athens Community School,"8 Fox Hill Road,Athens,Maine 04912",44.924141000000006,-69.67233962,Elementary School,
Atlantic Academy,"PO Box 1296,Camden,Maine 04843",44.210265,-69.065552,Elementary School,
Aucocisco School,"126 Spurwink Ave,Cape Elizabeth,Maine 04107",43.6185396,-70.246426,Elementary School,
Bangor Christian Schools,"1476 Broadway,Bangor,Maine 04401",44.8451318,-68.8015526,Elementary School,
Bay Ridge Elementary,"PO Box 240,Cutler,Maine 04626",44.6573652,-67.2038307,Elementary School,
Bay School,"PO Box 950,Blue Hill,Maine 04614",44.414164,-68.58696,Elementary School,
Beals Elementary School,"PO Box 220,Beals,Maine 04611",44.52001,-67.615356,Elementary School,
Becket Academy - Rumney,"23 State House Station,Augusta,Maine 04330",44.3169922,-69.7734278,Elementary School,
Beech Hill School,"105 Otis Road,Otis,Maine 04605",44.6726483,-68.4251528,Elementary School,
Belgrade Central School,"158 Depot Road,Belgrade,Maine 04917",44.4538336,-69.8335606,Elementary School,
Benton Elementary School,"68 School Drive,Benton,Maine 04901",44.58895565,-69.57798646,Elementary School,
Berwick Academy,"31 Academy Street,South Berwick,Maine 03908",43.2316983,-70.80590637,Elementary School,
Biddeford Intermediate School,"335 Hill Street,Biddeford,Maine 04005",43.4733648,-70.46672613,Elementary School,
Biddeford Primary School,"320 Hill Street,Biddeford,Maine 04005",43.47534505,-70.46971451,Elementary School,
Bloomfield Elementary School,"140 Academy Circle,Skowhegan,Maine 04976",44.7501413,-69.732777,Elementary School,
Blue Hill Consolidated School,"60 High Street,Blue Hill,Maine 04614",44.4147593,-68.59241024,Elementary School,
Blue Point School,"174 Pine Point Road,Scarborough,Maine 04074",43.55803485,-70.36487796,Elementary School,
Boothbay Region Elem School,"238 Townsend Avenue,Boothbay Harbor,Maine 04538",43.86471225,-69.63048846,Elementary School,
Bowdoin Central School,"1460 Main Street,Bowdoin,Maine 04287",44.030402699999996,-69.93797643,Elementary School,
Bowdoinham Community School,"23 Cemetery Road,Bowdoinham,Maine 04008",44.013798949999995,-69.89365691,Elementary School,
Brewer Community School,"92 Pendleton Street,Brewer,Maine 04412",44.77694735,-68.7704131,Elementary School,
Brightfield School,"340 Oak Grove Ave.,Bath,Maine 04530",43.9279714,-69.8298375,Elementary School,
Bristol Consolidated School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Elementary School,
Brixham Montessori Friends Sch,"18 Brickyard Court,York,Maine 03909",43.1472905,-70.6808817,Elementary School,
Brooklin School,"PO Box 120,Brooklin,Maine 04616",44.266137,-68.5690623,Elementary School,
Brooksville Elementary School,"1527 Coastal Road,Brooksville,Maine 04617",44.390092100000004,-68.75615799,Elementary School,
Brownfield Denmark Elementary School,"637 West Main Street,Denmark,Maine 04022",43.9637348,-70.8610394,Elementary School,
Brownville Elementary School,"774 Main Road,Brownville,Maine 04414",45.322428650000006,-69.0420645,Elementary School,
Burchard A Dunn School,"667 Morse Road,New Gloucester,Maine 04260",43.90077685,-70.25924059,Elementary School,
Buxton Center Elementary School,"912 Long Plains Road,Buxton,Maine 04093",43.65215915,-70.54165337,Elementary School,
C K Burns School,"135 Middle Street,Saco,Maine 04072",43.50126795,-70.44000115,Elementary School,
Calais Elementary School,"53 Garfield Street,Calais,Maine 04619",45.1800056,-67.28435489,Elementary School,
Camden-Rockport Elementary School,"11 Children's Way,Rockport,Maine 04856",44.1845236,-69.0761491,Elementary School,
Canaan Elementary School,"178 Main Street,Canaan,Maine 04924",44.76351735,-69.57142387,Elementary School,
Cape Cod Hill Elem School,"516 Cape Cod Hill Rd,New Sharon,Maine 04955",44.6110447,-70.0333708,Elementary School,
Captain Albert W. Stevens School,"31 Elementary Avenue,Belfast,Maine 04915",44.4178113,-69.0125571,Elementary School,
Caribou Community School,"24 Bennett Dr,Caribou,Maine 04736",46.86161816640651,-68.00478207,Elementary School,
Carl J Lamb School,"233 Shaws Ridge Road,Springvale,Maine 04083",43.461537199999995,-70.77999446,Elementary School,
Carmel Elementary School,"50 Plymouth Road,Carmel,Maine 04419",44.7953205,-69.05588323,Elementary School,
Carrabec Community School,"PO Box 187,North Anson,Maine 04958",44.8550588,-69.8997806,Elementary School,
Carrie Ricker School,"573 Richmond Road,Litchfield,Maine 04350",44.1327966,-69.9723023,Elementary School,
Cascade Brook School,"162 Learning Ln,Farmington,Maine 04938",44.6750041,-70.1272763,Elementary School,
